posturl,Q1,Q2,Q3,Q4a,Q4b,Q4c,Q4d,Q4e,Q4f,Q4g,Q4h,Q4i,Q4j,Q5a,Q5b,country,lang
http://twitter.com/1/statuses/1225266329592246275,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1225266716567121923,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1225288672129536000,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1225310091307433984,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1225412034273173504,2,,,,,,,,,,,,,,,Indonesia,fr
http://twitter.com/1/statuses/1225424575976136704,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1225440367748800513,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1225459524984811526,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1225467554258284544,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1225497097937596420,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1225535062852108293,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1225538963894669312,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1225578257984184320,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1225630987943464960,1,1.0,2.0,,,,,,,,,,,2.0,3.0,Indonesia,en
http://twitter.com/1/statuses/1225634680302534657,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1225764063717797888,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1225779200084213762,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1225792050660073472,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1225810262621609984,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1226007438522011650,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1226042160090357760,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1226050337196265472,1,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,Brazil,en
http://twitter.com/1/statuses/1226101418542731265,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1226204892106067968,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1226212970704797697,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1226673962693910530,1,1.0,3.0,,,,,,,,,,,1.0,2.0,Brazil,en
http://twitter.com/1/statuses/1226796414317060097,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1226860476916625408,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1226878711175229440,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1227030164233707523,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1227034387964928002,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1227129933064998913,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1227198771815239680,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1227956005893361664,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1228058207744122883,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1228110052625612800,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1228228574433300481,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1228627052250771457,1,1.0,2.0,,,,,,,,,,,3.0,1.0,Brazil,en
http://twitter.com/1/statuses/1228830443601940480,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1228877132690055168,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1228981394157649922,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1229036216277966852,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1229057679336910848,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1229108622636060672,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1229991168915709953,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1230199703456882692,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1230407603592691713,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1230415574653489152,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1231240410779017218,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1231728085529223168,1,1.0,2.0,,,,,,,,,,,2.0,3.0,Indonesia,en
http://twitter.com/1/statuses/1231977587657846784,1,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,Indonesia,en
http://twitter.com/1/statuses/1232087793364602880,1,1.0,2.0,,,,,,,,,,,1.0,1.0,Indonesia,en
http://twitter.com/1/statuses/1232329442048999424,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1232447783459704833,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1232452356358336512,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1232720084902215682,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Brazil,en
http://twitter.com/1/statuses/1233072610738499584,1,2.0,2.0,,,,,,,,,,,1.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1233100588629528578,1,2.0,2.0,,,,,,,,,,,1.0,1.0,Brazil,en
http://twitter.com/1/statuses/1233430792627507201,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1233643787781537793,2,,,,,,,,,,,,,,,Indonesia,hi
http://twitter.com/1/statuses/1233894082436587520,1,1.0,2.0,,,,,,,,,,,1.0,2.0,Indonesia,en
http://twitter.com/1/statuses/1234006522864295937,1,2.0,2.0,,,,,,,,,,,2.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1234106167426781185,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1234392670841081856,1,1.0,2.0,,,,,,,,,,,1.0,2.0,Brazil,en
http://twitter.com/1/statuses/1234499234952630272,1,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,Brazil,en
http://twitter.com/1/statuses/1234568233673351169,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1234646485595127809,1,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1234880193795248128,1,2.0,2.0,,,,,,,,,,,1.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1234973440404115457,1,1.0,2.0,,,,,,,,,,,2.0,2.0,Brazil,en
http://twitter.com/1/statuses/1235074781281742848,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1235135338634330112,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1235195221509410816,1,2.0,2.0,,,,,,,,,,,1.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1235384259419836417,1,1.0,2.0,,,,,,,,,,,3.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1235473660481130496,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1235493474876583937,1,2.0,2.0,,,,,,,,,,,1.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1236316300357652481,1,1.0,2.0,,,,,,,,,,,1.0,3.0,Brazil,en
http://twitter.com/1/statuses/1236545109585428480,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1236860445522145282,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,et
http://twitter.com/1/statuses/1236967132988145664,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,Brazil,en
http://twitter.com/1/statuses/1237364604822417410,1,1.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1237393187179597832,2,,,,,,,,,,,,,,,Indonesia,hi
http://twitter.com/1/statuses/1237627060475973632,1,2.0,2.0,,,,,,,,,,,3.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1237752788874125312,2,,,,,,,,,,,,,,,Brazil,pt
http://twitter.com/1/statuses/1237831773175910400,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1238396511097999361,1,2.0,2.0,,,,,,,,,,,3.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1238461365943029761,2,,,,,,,,,,,,,,,Indonesia,id
http://twitter.com/1/statuses/1238634407105183744,1,1.0,2.0,,,,,,,,,,,3.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1238849022829432832,1,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Indonesia,en
http://twitter.com/1/statuses/1239049567523368961,1,1.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1239085718506483714,1,1.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1239193137274290178,1,1.0,2.0,,,,,,,,,,,1.0,2.0,Indonesia,en
http://twitter.com/1/statuses/1239255588317491200,1,2.0,2.0,,,,,,,,,,,1.0,2.0,Brazil,en
http://twitter.com/1/statuses/1239330767181840386,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Brazil,en
http://twitter.com/1/statuses/1239343626808889345,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Brazil,en
http://twitter.com/1/statuses/1239466810111451136,1,1.0,2.0,,,,,,,,,,,1.0,1.0,Indonesia,id
http://twitter.com/1/statuses/1239628228102361088,1,2.0,2.0,,,,,,,,,,,1.0,3.0,Brazil,en
http://twitter.com/1/statuses/1239740952329072642,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,en
http://twitter.com/1/statuses/1239827832303427584,1,1.0,2.0,,,,,,,,,,,1.0,2.0,Brazil,en
http://twitter.com/1/statuses/1240040147002863616,1,2.0,2.0,,,,,,,,,,,3.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1240053530691584000,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1240076798714576897,1,2.0,2.0,,,,,,,,,,,3.0,3.0,Brazil,pt
http://twitter.com/1/statuses/1240215074368704517,1,1.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1240233382065229825,1,1.0,2.0,,,,,,,,,,,2.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1240234214672367616,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1240275947623862275,1,2.0,2.0,,,,,,,,,,,1.0,1.0,Indonesia,id
http://twitter.com/1/statuses/1240283855380025345,2,,,,,,,,,,,,,,,Indonesia,tl
http://twitter.com/1/statuses/1240309111184654338,1,2.0,2.0,,,,,,,,,,,3.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1240347062769614848,1,1.0,2.0,,,,,,,,,,,3.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1240410577375080448,1,1.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1240424478254874625,1,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Indonesia,id
http://twitter.com/1/statuses/1240436466989195264,1,1.0,2.0,,,,,,,,,,,3.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1240633253666738183,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1240644252129992707,1,2.0,2.0,,,,,,,,,,,3.0,3.0,Brazil,en
http://twitter.com/1/statuses/1240819211116535808,1,1.0,2.0,,,,,,,,,,,3.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1241413521771876353,1,1.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1241483927723872266,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Brazil,pt
http://twitter.com/1/statuses/1241520351072395271,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Brazil,en
http://twitter.com/1/statuses/1241884443029073920,1,1.0,2.0,,,,,,,,,,,3.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1242112264909586434,1,2.0,3.0,,,,,,,,,,,2.0,2.0,Brazil,en
http://twitter.com/1/statuses/1242449263138758659,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1242689779591835648,1,2.0,2.0,,,,,,,,,,,3.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1242777848093401089,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1243200847204380672,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1243527504360427520,1,1.0,2.0,,,,,,,,,,,3.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1243570365147668485,1,2.0,2.0,,,,,,,,,,,1.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1243753113137209344,1,1.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1243850494445043712,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1243860952233078784,1,2.0,2.0,,,,,,,,,,,1.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1244085608395550720,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1244091068087328769,1,2.0,3.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1244205195883511809,1,2.0,2.0,,,,,,,,,,,2.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1244381225076359168,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1244455901488168962,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1244566027167584256,1,1.0,2.0,,,,,,,,,,,1.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1244665499289620480,1,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Brazil,en
http://twitter.com/1/statuses/1244730272593166337,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1244879620333113345,1,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1244889055474495488,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1245299401003843586,1,2.0,2.0,,,,,,,,,,,1.0,3.0,Brazil,en
http://twitter.com/1/statuses/1245377656411041795,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,Indonesia,en
http://twitter.com/1/statuses/1245965294096363525,1,2.0,2.0,,,,,,,,,,,3.0,3.0,Indonesia,en
http://twitter.com/1/statuses/1246089647467319299,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1246220027415666693,1,2.0,2.0,,,,,,,,,,,3.0,3.0,Brazil,en
http://twitter.com/1/statuses/1246360902556889090,1,2.0,2.0,,,,,,,,,,,2.0,3.0,Brazil,en
http://twitter.com/1/statuses/1246435195882024960,1,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,Brazil,en
http://twitter.com/1/statuses/1246444616041345024,1,2.0,3.0,,,,,,,,,,,2.0,2.0,Brazil,es
http://twitter.com/1/statuses/1246526270940172289,1,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Indonesia,en
http://twitter.com/1/statuses/1246851125824966656,1,2.0,2.0,,,,,,,,,,,1.0,2.0,Brazil,en
http://twitter.com/1/statuses/1246898183596396544,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,Brazil,en
http://twitter.com/1/statuses/1246950330329206784,1,2.0,2.0,,,,,,,,,,,1.0,2.0,Indonesia,en
http://twitter.com/1/statuses/1247044549924405250,1,2.0,2.0,,,,,,,,,,,1.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1247064833192792067,1,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,Indonesia,en
http://twitter.com/1/statuses/1247322958315618310,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,en
http://twitter.com/1/statuses/1247339058902245379,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1247346406227980288,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1247398334253293569,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1247447772602785793,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1247503371327676416,1,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1247546651775918083,1,1.0,2.0,,,,,,,,,,,3.0,3.0,Indonesia,th
http://twitter.com/1/statuses/1247745867945086977,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1247902991174123521,1,1.0,2.0,,,,,,,,,,,1.0,1.0,Indonesia,en
http://twitter.com/1/statuses/1247961906524172289,1,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Indonesia,en
http://twitter.com/1/statuses/1247986281679855616,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1248072943470600193,1,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,Brazil,en
http://twitter.com/1/statuses/1248300858565165062,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1248652254653095938,1,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,Brazil,en
http://twitter.com/1/statuses/1248875284494979072,1,2.0,2.0,,,,,,,,,,,1.0,2.0,Brazil,en
http://twitter.com/1/statuses/1248920945038778369,1,2.0,2.0,,,,,,,,,,,3.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1249280096868990979,1,1.0,2.0,,,,,,,,,,,3.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1249726467249971204,1,2.0,2.0,,,,,,,,,,,1.0,2.0,Brazil,en
http://twitter.com/1/statuses/1249789509786570753,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1249832828130308098,1,2.0,2.0,,,,,,,,,,,1.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1249995423013466112,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1250236101903749121,1,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Nigeria,en
http://twitter.com/1/statuses/1250248090159845377,1,2.0,2.0,,,,,,,,,,,3.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1250267153162366977,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1250284807029809155,2,,,,,,,,,,,,,,,Indonesia,hi
http://twitter.com/1/statuses/1250297564768784390,1,2.0,2.0,,,,,,,,,,,3.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1250417721453367296,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1250451889730314240,1,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Nigeria,en
http://twitter.com/1/statuses/1250461171003596800,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1250491748670861312,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1250496142787383302,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1250512583263731714,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1250519531975585793,1,2.0,2.0,,,,,,,,,,,1.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1250520896307113991,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1250522759358283785,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1250690125534806016,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1250690609263915008,1,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Nigeria,en
http://twitter.com/1/statuses/1250698420819542017,1,2.0,2.0,,,,,,,,,,,3.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1250813560730669061,1,1.0,2.0,,,,,,,,,,,1.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1250827779773534208,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1250831337495330817,1,2.0,2.0,,,,,,,,,,,2.0,1.0,Brazil,en
http://twitter.com/1/statuses/1250837139857854464,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1250880531702657024,1,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Nigeria,en
http://twitter.com/1/statuses/1250890607847002118,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Nigeria,en
http://twitter.com/1/statuses/1250917014232801283,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1251030520969998337,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1251064533566861312,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1251065389389316096,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1251234387825512449,1,2.0,2.0,,,,,,,,,,,1.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1251404611036106758,1,2.0,2.0,,,,,,,,,,,1.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1251461130104508416,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1251485187378040832,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1251516597476433920,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1251521850468941824,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1251549978876674051,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1251838228123934721,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1251848957853962240,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1251890291960922114,1,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,Indonesia,id
http://twitter.com/1/statuses/1252107185775091713,1,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Indonesia,id
http://twitter.com/1/statuses/1252131527825199104,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1252161169487540226,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Brazil,en
http://twitter.com/1/statuses/1252218270314147841,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Indonesia,id
http://twitter.com/1/statuses/1252227349363527680,1,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,Nigeria,en
http://twitter.com/1/statuses/1252236789118431233,1,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1252258142685220865,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Brazil,en
http://twitter.com/1/statuses/1252358536836681735,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1252390047501807617,1,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Indonesia,id
http://twitter.com/1/statuses/1252597123159187456,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Indonesia,id
http://twitter.com/1/statuses/1252619310016589825,1,1.0,2.0,,,,,,,,,,,2.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1252633181276131329,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Indonesia,id
http://twitter.com/1/statuses/1252672828480073731,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,Indonesia,id
http://twitter.com/1/statuses/1252686923149107200,1,1.0,2.0,,,,,,,,,,,2.0,3.0,Indonesia,en
http://twitter.com/1/statuses/1252711454589018112,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Nigeria,en
http://twitter.com/1/statuses/1252747186087104512,1,2.0,2.0,,,,,,,,,,,1.0,3.0,Nigeria,en
http://twitter.com/1/statuses/1252751964808589313,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Nigeria,en
http://twitter.com/1/statuses/1252817915578966016,1,2.0,2.0,,,,,,,,,,,2.0,2.0,Nigeria,en
http://twitter.com/1/statuses/1252893708858556418,2,,,,,,,,,,,,,,,Nigeria,en
http://twitter.com/1/statuses/1252896903601086464,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Indonesia,id
http://twitter.com/1/statuses/1252901661783228416,2,,,,,,,,,,,,,,,Brazil,en
http://twitter.com/1/statuses/1252913892096905216,1,2.0,2.0,,,,,,,,,,,3.0,2.0,Nigeria,en
http://twitter.com/1/statuses/1252957207701753856,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Indonesia,id
http://twitter.com/1/statuses/1252970050362806272,1,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,Indonesia,id
http://twitter.com/1/statuses/1252986335368863745,1,2.0,2.0,,,,,,,,,,,1.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1253174373252575232,1,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,Brazil,en
http://twitter.com/1/statuses/1253195242603335686,1,1.0,2.0,,,,,,,,,,,3.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1253203762757296128,2,,,,,,,,,,,,,,,Indonesia,en
http://twitter.com/1/statuses/1253261533670342656,1,2.0,2.0,,,,,,,,,,,2.0,3.0,Indonesia,id
http://twitter.com/1/statuses/1253295705785065473,2,,,,,,,,,,,,,,,Nigeria,en
